external_gene_name	width
EEF1AKMT1	45228
LATS2	88551
SAP18	8571
ADGRL3	877078
KIAA1328	403067
FAM124A	61908
MIA2	158283
HNMT	52345
LYPD1	26727
LYPD6B	177156
PDCD4	28212
ADRA2A	3745
GPM6A	369731
WDR17	116985
SPATA4	11034
VEGFC	109385
CCDC102B	339981
CD226	130646
CNDP1	52713
FSIP1	194485
DLG2	2172911
CCDC83	64921
RGS18	27354
PRSS23	161852
MTMR12	85994
PPP1R1C	177158
AL136372.1	228
C11orf53	40597
CCT5	16461
ATPSCKMT	24391
DOCK1	547109
DIXDC1	95441
DLAT	39577
PIH1D2	10265
NKAPD1	11065
TIMM8B	1999
IL18	20844
TEX12	5188
PTS	43589
PIP4K2A	179725
C2orf50	13738
FREM2	200055
FOXO1	196689
CRIM1	195358
SEC24D	115861
ABCB9	60699
RILPL2	26035
DHX37	42307
UBC	5765
ITPR1	354496
TKTL2	2654
PRSS53	6204
SLC7A11	78253
NOCT	30159
ENKUR	80301
GPR158	427428
LYZL2	17984
CACNA2D4	126704
DCP1B	58483
CACNA1C	727165
KCNA6	4237
THRB	378604
NGLY1	71096
OXSM	11618
UEVLD	59139
TMEM86A	11664
C12orf45	87882
TMEM263	23060
BTBD11	341222
UBE3B	59304
ANK3	707193
IPMK	76378
RAD9B	30432
PLBD2	33064
DLG5	135965
MAT1A	17839
SLC2A13	351065
GXYLT1	63030
TWF1	12653
DIP2C	415479
EIF4E	58954
MAGI1	685310
TEX30	7924
CSNK1G3	104947
AL136982.1	17798
SRFBP1	113610
AKAP6	508387
NPAS3	869244
FAM177A1	68224
MBIP	22074
MIPOL1	354449
EXT2	149881
TMEM18	13530
ALLC	44472
KCTD14	30477
THRSP	4491
NDUFC2	11566
ME3	231529
MSGN1	606
ADAMTS12	368485
NUBPL	371269
NEK7	165427
ATP6V1G3	17724
FER	449001
VIPAS39	31278
ANKRD50	48685
UPF2	123149
CDC123	54625
SCLT1	228680
CCDC3	203028
C4orf33	23324
FRMD4A	818437
SLC25A31	43893
PTPRO	275824
EPS8	262196
ACAD8	12361
THYN1	5092
VPS26B	23118
NCAPD3	75336
VTI1A	371747
QDPR	51946
FAM160B1	78089
ANO4	411116
TEX9	201989
QTRT2	82590
DRD3	70756
MMAA	60994
ZNF827	181197
POU4F2	3582
EDNRA	64038
NR3C2	365937
AKR1C6P	20075
AKR1C2	30632
DPYSL4	18812
VENTX	4074
ADAM8	14449
ITIH2	46205
KIN	37032
PIGF	36183
ANKAR	86904
INPP1	28096
MFSD6	100851
RNF144A	150875
ASAP2	198919
ADAM17	68247
FLI1	126733
KCNJ1	31059
TMEM45B	44185
WWC2	221521
CENPU	40046
ACSL1	71224
SLC25A4	7117
AMN1	57980
BICD1	276799
SAV1	36274
CCDC122	55832
SERP2	24050
NBAS	394421
ZNF385D	961104
TDO2	65669
GUF1	22509
SLC35F4	418273
GABRA2	226804
SACS	104915
CCDC175	72274
PABPC3	3387
CENPJ	40611
FBXO4	16490
TMEM267	39642
CCL28	35747
PARP8	180621
GFRA1	216543
CACUL1	81083
DST	496663
BEND6	72240
TIAL1	25228
BAG3	26450
GLT1D1	131542
TMEM132D	832301
RBM46	47601
ZNF37CP	516
SCHIP1	57500
MCHR2	74338
KCNE4	146586
AP1S3	86342
RABGAP1L	835899
CCDC74B	5848
TLCD4	80253
MZT2B	8993
TUBA3E	6695
ASTN1	307672
CFC1B	7408
FAM168B	45585
PTPN14	203750
SMPD4BP	28761
MGAT5	334639
TMEM163	263242
GPATCH11	14794
HSPB8	42490
GEMIN6	33469
TMEM178A	52982
POU4F1	5191
OBI1	44867
CYSLTR2	57516
GRID2	1506192
ARL11	5574
RIT2	372465
SETBP1	388338
ARL14EP	15120
EPG5	119731
PSTPIP2	88737
ATP5F1A	24087
HAUS1	23956
C18orf25	93440
SPC25	79240
G6PC2	8761
PDK1	53297
PTH	4128
PDE3B	228241
TCF7L1	176996
TGOLN2	10277
SH2D6	18099
KCNK13	123860
UHMK1	32381
ATG10	304835
POC5	43358
SPOCK1	623082
FAM151B	54595
TADA1	19755
GUCY1A2	344513
CWF19L2	131500
JMY	91081
HOMER1	141582
XRCC4	276290
BOLL	59884
ZNF547	16089
ZNF773	18490
ZNF776	11334
ZNF256	6874
SUV39H2	25496
DCLRE1C	57074
OLAH	41626
RPP38	42639
NMT2	66110
ZSCAN1	20600
ZNF837	13413
USP12	105656
CCDC50	69575
CAMK4	271234
TRIM36	55785
ZFP36L2	4205
PAN3	156830
PLEKHH2	130728
PFKM	41266
TMEM123	74053
GRIA4	372099
IGSF10	33326
SPEF2	196768
SPARCL1	57727
DSPP	8382
DMP1	14055
MEPE	25407
MBNL1	221953
CAPSL	34492
NADK2	49691
GPD1L	63025
GJA1	14151
CCNO	2457
DDX4	79141
CLEC4F	11957
SLC30A6	58539
PELO	16129
RASGRP3	128427
SAR1B	48123
CATSPER3	43790
GPR180	32805
TCTEX1D1	26589
DNAI4	111972
ANKRD22	31949
FARP1	312615
IFIT5	6430
SLC16A12	126343
PANK1	66076
PRDM8	20451
BMP3	26925
HNRNPDL	7845
HHEX	5693
UTRN	567334
GRM1	409956
PTPRK	551896
GGPS1	17183
CNTNAP4	283480
ZNF117	34909
PART1	59945
RAB3C	277174
LMNTD1	239273
MARVELD2	29266
RAD17	45509
MED21	43798
PLOD2	94214
STK32B	449515
NRSN1	28715
JAKMIP1	174389
ZIC1	116872
ADGRA3	170996
CPB1	69086
SREK1IP1	50544
LGI2	32100
CWC27	249821
MR1	28514
SRP19	37184
CENPH	20784
CDYL	249393
CARHSP1	16071
TEKT5	67445
BANK1	663527
TXNDC11	63799
DAB2	90626
ACMSD	63419
ACOXL	385650
BCL2L11	49068
ANAPC1	273052
CAST	254329
SCOC	128441
CLGN	39209
CETN3	17526
SMARCA5	43785
SYCP2L	92490
BMP6	155630
RGPD3	77087
RASSF3	190564
HNRNPU	23923
RANBP2	66328
AHCTF1	92870
MERTK	131083
TMEM87B	64050
OR14K1	945
PTPRR	282666
NR4A2	17912
CCDC148	285673
PLA2R1	130610
RBMS1	221657
SCN3A	116546
FEZF2	4644
CD96	373032
SLC25A27	25276
ADGRF1	44643
ADGRF4	36158
FRMD1	48346
CYRIB	177537
ASAP1	391571
TRAPPC8	123957
FAM81B	59111
LINC00467	52531
INO80C	45762
LPCAT1	67483
PLEKHG4B	97822
NMRAL1	34084
UBALD1	6145
C16orf89	21989
TMEM251	2139
ING1	10604
TEX29	28066
SPACA7	58335
ADPRHL1	53915
CMTM7	91397
FBXL2	126638
UBP1	53036
RMND5A	57751
CD8A	23787
RPIA	59257
GOLGA8F	13398
PTPRD	2298478
LURAP1L	48041
CNKSR3	123171
GTF2E1	40433
CFDP1	139806
TGIF2LX	1002
ZDHHC7	37355
CIBAR2	14115
C7orf31	45665
TMPRSS11D	63157
JAZF1	350223
CMIP	266593
SPHKAP	201733
KCNJ16	82180
PID1	420760
TRIP12	159402
FBXO36	90818
CEBPG	9002
KCTD15	19831
ZNF599	15157
MCOLN2	71531
LGI4	17939
DDAH1	259883
SREK1	43645
CHD1	74973
CLCA3P	21104
ANKFN1	629359
DGKE	35461
HS2ST1	195348
MSI2	428839
CACNA2D1	497334
ZUP1	33177
HS3ST3A1	107898
GDPD1	55504
NUS1	35259
SEMA3D	191303
PPP2R5E	172014
ASB17	13559
GRAP	26965
SLC5A10	72251
AK5	277948
CABYR	22648
IMPACT	26898
ANKRD29	63986
SDHAF4	22653
CHST9	278828
THY1	7608
DNAAF1	33481
C16orf74	61046
TBCEL	66704
JPH3	96322
ANKH	166979
OTULIN	35048
UBASH3B	158752
ROBO4	14810
ROBO3	16040
PANX3	8867
TBRG1	13091
NRGN	7269
RETREG1	144021
CDH12	1102950
GPR15	2704
TOMM70	37968
ABI3BP	244360
ANGPT1	248574
CYP4Z2P	57343
PITPNC1	319981
CC2D1B	20471
CERS3	144601
PRKCA	508131
LRRK1	158931
CEP112	556597
GAL3ST2	27384
ABCA9	86462
ABCA6	63194
ABCA10	97633
ABCA5	82934
ENPP3	118977
C4orf19	169571
UCHL1	12043
MIA3	49911
DISP1	133725
TNIK	401995
TDH	28816
FAM167A	54433
NEIL2	17707
PGM5	202754
WNT3A	54274
OBSCN	170745
LONRF1	34168
TRIM11	13163
ENAH	166308
PPP1R3A	199144
CCSAP	22284
ASZ1	64902
SH3RF1	176698
GBP5	13855
BUB3	16066
GPR26	28253
CCDC173	48981
MMP21	22242
C10orf90	245450
DIPK1A	128786
ATP5MC3	8350
CNTNAP3B	239197
MAGED4	7446
SRSF12	22113
PDLIM3	34953
SORBS2	371209
ELOC	33119
LY96	37736
CEP170P1	86511
PSMA8	59504
TMSB4Y	2126
CXADR	80537
BTG3	19295
C21orf91	30413
CHODL	366111
TMPRSS15	216764
NCAM2	544921
L3MBTL4	460532
PDE1C	548151
RABGEF1	129301
MRPL39	21862
JAM2	78305
ATP5PF	19171
GABPA	37891
ADAMTS1	9655
ADAMTS5	49167
TSEN2	55192
SLFN13	13742
WNT7A	63864
XPC	33637
CCDC174	20914
FGD5	123713
FLCN	24977
DPH3	7909
OXNAD1	85140
PLCL2	287954
CXXC1	5962
SKA1	19129
PPP4R1	68450
APCDD1	35315
PIEZO2	482280
CCDC144B	87818
MPPE1	26602
CCDC144CP	82394
USP43	84990
RAB6B	71648
EME1	8264
EPHB1	662667
ACSS1	52751
ANKRD40	14717
ZNF18	20037
CA10	529705
VOPP1	136933
SEPTIN14	69216
APOOL	89440
DKK2	362005
CYP2U1	21913
RSPH10B	45134
FBXL18	82475
CNTNAP5	890001
PROM2	16860
UNC93B2	4346
AK9	198362
ODF1	9430
KLF10	6942
PTPRN2	1048768
AZIN1	67557
ATP6V1C1	51989
PIP4P2	47071
OTUD6B	16900
CDK19	205981
GTF3C6	9185
TTC39B	143739
AGPAT5	52862
MMS19	40471
OR4K1	5841
PI4K2A	35749
MARVELD1	4978
ZFYVE27	23787
GOLGA7B	21738
GPR78	61037
TRMT44	57392
SLC25A28	10088
HSPA13	12370
SAMSN1	173594
USP25	150045
GRAMD2B	136363
ZCCHC10	29620
C16orf87	34578
MOV10	27606
RHOC	6329
PPM1J	5484
DBI	5640
SLC16A1	45167
HEATR3	41303
TRIM74	9982
NIFK	9967
OXA1L	6520
SLC7A7	56599
MAGEC1	5481
LARP1	104763
CNOT8	19241
GRIA1	324255
LRGUK	137293
SETD9	16273
MIER3	52074
NUP205	90841
ZKSCAN2	21845
C9orf85	74545
XAGE2	6660
PIK3AP1	127200
RBM45	26588
TTN	304814
VSIG4	18388
PDIA4	25601
KDM8	18274
PDZD9	17246
OTOA	97965
KCTD18	30827
FAM126B	97954
FLACC1	69128
C2CD6	131758
TMEM237	23387
FZD7	3859
SPAG17	231363
DEPTOR	177202
FMN2	460840
RNF20	29492
CYLC2	23178
PPARGC1B	124725
ELMO1	594889
SLC26A2	32719
LSM11	16998
MED7	21596
SAXO1	190453
RRAGA	1589
SLC24A2	279477
TRIM42	23087
PXYLP1	139028
ADCY8	260609
RASA2	128296
RMND1	47397
RAET1L	7199
SLA	66185
TMBIM4	34227
VBP1	42811
RAB39B	6257
CLIC2	58447
AFF2	500045
MICU3	95405
GRIP1	721732
VPS37A	55497
KIF5A	36590
NAT2	9937
MAGEA8	4695
PSD3	557428
CARNMT1	47634
MCU	195564
MIDEAS	75164
CFAP70	105101
GNA14	225244
FAM161B	18914
GNAQ	315372
WIF1	70680
UGT2B4	45850
GPR61	8535
MMP16	296015
ADK	558119
KCNMA1	768769
BATF	24591
DCK	38377
ADAMTS3	288253
ALX3	10831
DPY19L4	74134
NDUFAF6	220689
DRAM2	22884
C8orf37	24289
PPEF2	42708
CFAP161	142147
ADAMTSL3	385755
ART3	101619
SLC28A1	61145
WHAMM	26481
CXCL13	100082
N6AMT1	13181
RWDD2B	14977
USP16	29860
CCT8	17993
MAP3K7CL	98419
NAA11	100357
BACH1	436681
CLDN17	1193
CLDN8	2068
TSPAN7	127551
TIAM1	441562
SCAF4	61043
RPGR	58402
CDK20	8313
PCGF6	48349
ANKRD9	8033
SFR1	4328
SORCS3	623953
SFXN2	28955
ATP5MPL	15982
FUT6	9122
TDRD9	124212
FGF18	37980
PCDH1	26136
SH3RF2	145214
GDF6	18474
UQCRB	9715
MTERF3	22213
PTDSS1	75281
PPP2R2B	503639
RPL30	21619
KCNS2	5827
FAM122C	58441
SUPV3L1	28866
FAM122B	27667
EEF1A1	8048
FBXO43	12467
HKDC1	47221
HK1	131901
TYSND1	8720
PHF6	55539
CD109	132532
LRFN2	195880
NODAL	15637
PRG3	4382
UBE2L6	16629
ZDHHC5	33436
MED19	8610
ZFAND3	334898
NPTN	74121
KAT6B	207698
SAMD8	82538
RAB11FIP1	40850
UNC5D	561076
GLYATL2	70151
UTP14A	23641
AIFM1	36526
MAPK13	16716
BAG4	36769
MS4A1	15009
IGKV1OR-2	482
TBC1D31	110186
NTAQ1	53304
ATAD2	96501
FBXO32	43318
NSMCE2	275442
ZNF689	21455
PRR14	5724
FBRS	12384
FRRS1	58000
PHKG2	12884
MFSD14A	45283
SASS6	49393
COX6A2	630
ITGAD	33194
ADGRG4	115926
ZIC3	11565
MALSU1	12991
VPS8	240472
GALK2	212214
LHFPL4	55462
B3GNT7	5455
MPV17L	17518
BUB1B	60114
PDE6D	53840
EIF4A2	6693
BRPF1	16290
RPUSD3	6754
SST	1483
TATDN2	33196
GHRL	7273
SEC13	27982
CIBAR1P1	1213
EXOG	46035
NTAN1	18226
SHCBP1L	53661
NMNAT2	170144
ZFYVE9	204593
ATP2B2	383985
LYZL4	13528
SLC6A1	47062
SMG1	121602
FCHO2	134482
RBPMS	187746
TMEM171	11241
KLHL40	7026
C8A	63416
TIMP4	5845
SYN2	187645
NRG1	1216445
ODR4	45541
CPT2	17406
NECAP2	19358
LRP8	85707
CDCP2	20803
PAXIP1	59398
STEAP2	70548
SSBP3	188048
HTR5A	17069
CLDN12	129682
MMP14	12468
FZD1	6963
GATAD1	12594
SUSD3	26446
ZFHX2-AS1	49019
TMED6	8537
CLEC18A	13748
DHRS4	15546
C1orf158	17500
CLEC18C	14040
ARMC12	12048
DDX19B	45621
ST3GAL2	63261
FCSK	25680
IL34	80788
DHRS1	9183
CACNA1D	484771
ARSL	33679
KIT	82798
HYDIN	428639
AASDH	49222
ZNF19	100535
CACNA2D3	952011
RNF111	232245
CCNB2	19920
FAM81A	150863
MYO1E	240467
APPL1	50380
PWWP3B	40652
AFAP1L1	71779
TSC22D3	64122
VPS26C	44500
DYRK1A	160786
KCNJ6	513973
KCNJ15	151809
ERG	281754
ETS2	19649
TSPAN18	205957
LCA5L	39962
SLC35B2	3795
TMEM164	180104
MX1	38911
CREB3L1	43762
C2CD2	68907
TAB3	147643
SLC38A10	50737
C9orf43	19631
PALM2AKAP2	392204
ZNF618	180310
DGKI	466056
TMEM268	35217
SVOPL	107068
SNX22	5767
UBN2	77881
BRAF	205602
SLC34A2	30738
ACAN	71913
PSMG3	3676
CABP1	26773
WDR19	103307
SLC37A3	110741
AP3S2	64040
FMNL2	314653
GAREM2	16576
SPPL3	141849
DPYSL5	102605
DRC1	54792
RAB28	123012
PRXL2B	4979
TNFRSF14	9744
PANK4	18098
CIB4	60162
MEGF11	358669
C12orf43	16017
PEX10	9834
RER1	13668
RADIL	86665
SKI	81895
WIPI2	43645
SSX8P	7898
LDLRAP1	25307
AGAP1	637758
KRTCAP3	4116
ANKRD61	5011
PAFAH2	38351
EXTL1	16581
SLC30A2	8882
BABAM2	448961
TRIM63	17133
CFAP251	85336
MRPL17	2620
DUSP2	2272
GRHL3	45161
UBXN11	37036
NLRP14	50863
PTPDC1	79063
GALNT14	244736
NCK1	89399
HPD	24070
RHPN1	15346
TPRG1L	5113
LRRC43	35734
PRXL2C	15741
XDH	80422
XKR8	8635
CNNM4	50973
EYA3	118294
DZIP1L	53829
TMSB15A	3058
FANCC	327743
MRAS	57887
WASF2	85938
ABHD3	53880
ESYT3	47101
FAIM	24771
TENT5B	7831
CLSTN2	642213
COLEC12	183986
RNF207	15825
CUL4B	51186
GPR153	13746
SLC13A3	126645
GPRASP2	5558
RHBDL2	56024
AUTS2	1195200
SHROOM4	222656
H2BC5	13204
CDC25C	53091
H4C8	8030
MITD1	19632
EIF5B	63956
RIBC1	8431
TMSB15B	47817
CATIP	11243
CNOT11	17431
KCNB1	190904
TSPAN33	24993
NRG2	196521
AHCYL2	205189
B4GALT5	80934
CD1D	4950
CD1A	3846
SPATA2	12139
CD1C	4852
SNX29P1	9417
FAM86C1P	13728
CD1B	3581
DNAH3	226331
CD1E	3858
HMHB1	8559
CPA2	22936
NCF1	15354
CPA5	23915
TSR2	7629
PPP1R9A	389214
ZC3H18	61586
ZFAND2B	14415
POM121L2	26268
GDPD5	91302
DYNC1I1	337817
PFKFB1	65574
ALAS2	22010
TMED4	4394
PPP1R15B	8437
COPG2	162511
EMSY	108103
PAGE5	3754
GPAT4	47815
PKD1L1	208290
ZSCAN12	20780
TAGLN2	7626
ELK4	34407
SLAMF8	10682
SLC45A3	22659
DUSP23	1612
RNF166	9927
OR10J6P	930
NBL1	61478
HTR6	16092
ITLN2	9785
F11R	26133
USF1	6727
PLA2G2F	11061
SPATA2L	5349
NIT1	7360
DEDD	11715
ZNF276	20526
NPM2	12773
EDA	423406
FGF17	6412
VWA5B1	63976
CDA	29818
PINK1	18054
B4GALT3	6659
DMTN	33533
ADAMTS4	14753
FAM160B2	15762
NDUFS2	17292
SLC5A11	65788
FCER1G	5466
APOA2	1340
TOMM40L	4808
MPZ	5234
WFDC8	28174
CCAR2	16883
WNT9B	53530
CACHD1	222930
CDC42SE2	152955
RAPGEF6	211316
EPB41	232956
MIS18A	10822
ALG8	38718
FBXW5	4304
CFAP298	20525
SYNJ1	99290
PAXBP1	37894
IFNAR2	35775
MRPL10	8270
IFNGR2	76453
GART	39561
SON	34477
DONSON	29165
SV2A	14527
LAD1	26672
STC1	12878
TNNI1	26099
CSRP1	25927
PRAC1	800
HOXB13	4416
ATP5POP1	636
C1QC	4478
KCNE2	7366
ATP5MC1	3107
RCAN1	101972
UBE2Z	20650
CIART	4551
SNF8	15802
CLIC6	48839
CCDC24	5170
RUNX1	1216867
IGF2BP1	58761
GIP	10043
CBR1	3226
CBR3	11484
AC005041.1	27827
TUBBP5	27359
GJD2	3967
ACTC1	7632
MORC3	65960
CHAF1B	33624
CLDN14	115949
SIM2	50785
HLCS	239349
GOLGA6A	12694
SCUBE1	146093
ARHGAP27	40520
ADPGK	34478
PTMS	5437
PLA2G4D	27546
PADI4	55810
ADIPOR1	17747
CYB5R1	5403
PSMD4	12777
ATP13A2	25971
M1AP	90456
PSMB4	2378
IRX6	7001
BTG2	4112
CES5A	109878
HK2	59379
C1R	12399
CELF3	14411
ALDH4A1	31295
STARD9	145393
THEM4	38772
TCHH	9138
LCE2B	1279
UBR1	163217
AMFR	64094
MED8	5892
TGM7	25976
RGL4	11041
SPRR2G	1309
PGLYRP3	12857
ISL2	5703
RSPRY1	54333
CCDC17	4014
GPBP1L1	60810
NAE1	70382
TMEM69	6256
ADGRG5	49039
DRC7	37013
ACE	21320
TEPP	11682
UROC1	36608
EFCAB14	43956
SPON2	42031
CHCHD6	256187
CTBP1	38506
LRRC36	58407
ANKRD18CP	64666
TPPP3	3710
ZDHHC1	22682
ATP6V0D1	43168
AGRP	1243
ZFYVE28	149082
CARMIL2	12582
C16orf86	1944
PIP	7663
FAM131B	9371
RGS12	146886
PSKH1	36423
ZYX	9817
ABR	226221
TCAF2P1	17242
LYPD5	41333
CCDC117	16628
ZNF230	10968
CCDC107	3222
ZNF222	7769
NPR2	17579
ZNF890P	23308
ZNF221	16487
ZNF233	15438
ZNF235	76318
GNE	62616
TNFRSF13C	4796
OR3A3	12701
ARHGAP35	86402
PTGIR	4622
CALM3	9720
DFFA	16008
CCDC28B	5002
IQCC	3027
TMEM234	7888
BSDC1	29629
ZBTB8A	66515
ATAD3B	26080
SSU72	33191
UBE2J2	19977
ZNF362	44228
FNDC5	10215
CPAMD8	133869
NR2F6	14058
ANKLE1	6002
CCDC58	23641
VMA21	12850
KALRN	646303
CILP2	8412
FAM86C2P	13689
ABCG1	97556
TFF3	3985
TFF2	4641
TFF1	4254
TMPRSS3	25010
UBASH3A	44238
RSPH1	23761
SLC37A1	85433
PDE9A	121889
WDR4	36475
NDUFV3	33661
PKNOX1	59422
CBS	23753
U2AF1	14632
CRYAA	3798
HSF2BP	130303
RRP1B	36520
PDXK	43214
G6PD	16183
CSTB	3935
RRP1	15781
AGPAT3	122370
TRAPPC10	94244
GAB3	76335
GATD3A	76505
ICOSLG	23953
AIRE	12811
CFAP410	10459
ZNF66	31019
LRRC3	6687
ITGB2	46037
FAM207A	36978
RALGDS	51615
FTCD	19318
SPATC1L	23329
LSS	40684
VAV2	230711
MCM3AP	51165
C21orf58	23695
PCNT	121629
DIP2A	111125
S100B	6605
PRMT2	29530
CLDND2	1906
ZNF208	77992
ADAMTS13	45045
CACFD1	10884
SLC2A6	8034
ZNF761	13261
FCN2	6714
C9orf116	6554
LCN1	5095
ZNF714	43112
GPSM1	32130
C19orf47	28992
HIPK4	10917
CFAP157	9015
TOR2A	3790
ST6GALNAC6	20088
SHKBP1	14547
RDH13	32184
ZER1	42629
ZDHHC12	3258
PKN3	18414
SPTBN4	110224
BRSK1	30462
COX6B2	5414
TMEM190	1421
NLRP4	45277
PLPP7	69564
TAOK1	161441
MED27	226940
DEDD2	21543
SIK3	255036
MPZL3	25676
JAML	31355
NEK8	17559
TLCD1	3588
PCSK7	28189
SAFB	45444
CD3G	10818
S100A1	4114
CHTOP	12325
CXCR5	14034
ZBTB7B	15893
FLAD1	9774
SHC1	12098
VPS11	14287
NLRX1	17449
ADAR	45957
IL6R	64258
UBE2Q1	10452
CHRNB2	12246
CRTC2	10947
ANO10	336736
FDPS	11919
RUSC1	10221
GBAP1	13602
FAM189B	8279
PAQR6	4798
PMF1	27050
SLC25A44	18865
LMNA	57517
CCR5	5353
NBEAL2	30022
CCDC12	60285
PTH1R	26079
UBQLN4	18500
MYL3	24298
PPP1R35	1216
GPATCH4	7010
LRRC71	12463
FCRL3	26449
AZGP1	9323
FGFR4	11240
CYP3A4	27289
CYP3A7	50240
NACC1	24286
CYP11B1	7491
HK3	18478
LY6K	5017
IER2	4501
ZNF394	30981
CPSF4	18452
LY6E	5851
VPS28	4963
TONSL	15666
PTGER1	2889
PWWP3A	23721
RECQL4	6558
LRRC14	7181
ZNF333	43946
COL26A1	196150
PPP1R16A	24153
FOXH1	2924
ORAI2	23720
ALKBH4	8626
CCDC105	12551
SH2B2	36621
MRNIP	27041
SQSTM1	31681
MGAT4B	9356
RPL8	2823
MAML1	44462
PGLYRP2	30312
LRWD1	8213
FBXL13	261614
NAPEPLD	49785
SCGB3A1	1395
PSMC2	25142
CELF5	72416
MFSD12	36030
AC008132.1	14239
AC007663.1	13457
USP41	40181
TUBA3FP	6100
YDJC	1976
CCDC116	4614
DVL3	18304
AP2M1	9403
ABCF3	7990
PCYT1A	73736
FBXO27	42072
DMKN	16439
U2AF1L4	2982
BDH1	63541
NPHS1	43324
THAP8	19778
COX7A1	1528
ZNF382	29298
LRRC56	17386
PLXDC1	91082
PGAP3	25676
IKZF3	106595
GRIN2C	19482
FDXR	10535
SAP30BP	40812
ACOX1	37671
PRPSAP1	75036
CYGB	23820
SRSF2	3260
ZNF577	86135
TMEM143	31704
KLHL10	12700
KASH5	29772
HCRT	1393
ALDH16A1	17826
DCD	3903
ITGA5	24006
SIGLEC11	12188
ZNF385A	22166
SIGLEC16	6142
MPP3	32372
CD300LG	16492
IZUMO2	10648
NAGS	4518
LSM12	32985
ASB16	8637
EMC10	14471
JOSD2	5356
SHANK1	57624
FAM171A2	10661
DBF4B	43657
PLCD3	24396
FMNL3	71667
AQP5	3811
RACGAP1	56214
OR7G1	936
LARP4	87622
TAMALIN	8944
RAVER1	17427
KRT84	7841
KRT82	12425
SYCE2	20491
SPC24	24289
IP6K3	25244
LEMD2	17929
ALOX15	11393
TREML1	4996
ADCY10P1	39814
ZNF653	22413
MED11	2180
CXCL16	6396
SCIMP	25941
RNASEK-C17orf49	4886
BCL6B	7271
ASGR2	14379
TNFSF13	3317
SENP3	10051
FGF11	6665
EIF4A1	6301
RPL26	5735
CCDC42	15285
POLR3K	7222
SNRNP25	4660
PRR35	5136
WDR90	18523
JMJD8	2859
CCDC78	4373
MSLNL	13943
SSTR5	1362
SPSB3	16989
MEIOB	50308
HS3ST6	6978
TEDC2	4878
CCNF	29461
TBC1D24	34510
AMDHD2	11066
NTN3	2647
BICDL2	9245
PAQR4	4245
FLYWCH2	16170
ZG16B	9417
ZNF75A	13447
ADCY9	163056
SHANK2	784722
CLPB	149186
NEU3	30615
CYB561A3	13555
PPP1R32	9812
ASRGL1	55965
GNG3	1526
UBXN1	2620
LBHD1	9439
TTC9C	12225
TAF6L	15986
NXF1	14180
STX5	25192
SLC25A45	8510
RPL29	2421
ITIH3	14242
SYVN1	12754
ZFPL1	4189
RPS6KA4	13068
LRP5	136685
TPCN2	113509
FGF19	5785
CYP4A22	12301
PDZK1IP1	7463
TAL1	15931
CMPK1	45043
BEND5	49451
ELAVL4	179758
COA7	13899
ZYG11B	100884
SLC1A7	55454
CZIB	6536
MAGOH	11619
ACOT11	96936
FAM151A	14376
PARS2	7626
LEXM	36190
BSND	18980
USP24	149006
PLPP3	150541
NOL9	33167
PRKAA2	70022
KLHL21	23884
ZSWIM5	289811
GMEB1	50622
SLC45A1	26342
SELENON	18046
AK4	84597
JAK1	133321
RAVER2	88138
CTRC	10804
LZIC	21295
RBP7	18816
KNCN	5884
FBLIM1	29988
TMEM82	5484
SLC25A34	5135
AKR7A3	6198
DRAXIN	34148
PDPN	34493
LRRC38	39031
DHRS3	50301
MATN1	12309
LAPTM5	25306
SDC3	39293
PEF1	15031
SYNC	23237
RBBP4	35070
KIAA1522	33141
TSSK3	12792
TMCO4	117733
UBXN10	9955
CAMK2N1	3820
ALPL	69014
WNT4	26657
TTLL10	24052
SCNN1D	11594
MXRA8	9089
FAAP20	28260
MEGF6	123558
CCDC27	25186
IL23R	121073
DIRAS3	5736
C1orf87	86502
NFIA	597530
OMA1	131419
MYSM1	45341
TM2D1	44378
USP1	15508
FUBP1	35056
NEXN	55383
DNAJB4	38790
ADGRL4	116967
LRRIQ3	172173
LRRC53	42737
TYW3	33527
LHX8	33100
SNX7	98800
B3GALT2	7610
NTNG1	343452
FAM102B	84812
HENMT1	13237
AKNAD1	42331
C1orf52	9720
DNAI3	133992
GBP2	44325
ATXN7L2	9326
GBP4	17799
ZNF326	40424
HFM1	144091
BRINP3	380747
GFI1	13883
LSP1P3	208
KCNT2	383447
AGL	73663
VCAM1	19304
EXTL2	22808
SLC30A7	85682
DNAJA1P5	943
ZNF281	5117
ARPC5	14938
CADM3	31705
NLRP3	32953
ZNF496	34435
TRIM58	22952
SLAMF9	2746
OR2M5	939
KCNJ9	9026
IGSF8	7604
DDR2	156033
PEA15	10040
PEX19	9537
NCSTN	15637
VANGL2	28107
SLAMF6	38233
OLFML2B	40663
FCRLB	6581
FCGR3B	8768
SLC9C2	102613
KLHDC9	1986
C1orf74	5352
LMX1A	154849
LRRC52	19955
FLVCR1	41089
FAM71A	2305
ATF3	55444
RBM15	8176
DENND2D	18567
AXDND1	189016
TDRD5	99660
IER5	4188
SNED1	96951
BPNT1	32981
SPATA17	240373
C1orf115	8791
BROX	22644
NBPF20	115879
ACP6	40873
MT2P1	183
WDR64	149856
KIF26B	554448
TFB2M	25701
CNST	102152
PPP1R21	74794
KLHDC8A	21026
PM20D1	22108
PKDCC	10497
OXER1	1781
HAAO	25505
B3GALNT2	57263
C1orf147	6613
